"abelia"	"abrus"	"acalypha"	"acer"	"actinidia"	"actinodaphne"	"adina"	"adinandra"	"aeschynanthus"	"aesculus"	"aglaia"	"aidia"	"ailanthus"	"akebia"	"alangium"	"albizia"	"alchornea"	"aleurites"	"allophyllus"	"allophylus"	"alnus"	"alternanthera"	"altingia"	"ambrosia"	"amelanchier"	"ampelopsis"	"andromeda"	"anodendron"	"antholithes"	"antidesma"	"aphananthe"	"aralia"	"archidendron"	"arcterica"	"arctostaphylos"	"arctous"	"ardisia"	"arenga"	"aria"	"aristolochia"	"armeniaca"	"artemisia"	"aucuba"	"avicennia"	"bambusa"	"bambusium"	"banisteriopsis"	"barringtonia"	"bauhinia"	"beilschmiedia"	"berberis"	"berchemia"	"berchemiella"	"betula"	"bischofia"	"blastus"	"boehmeria"	"brachyelytrum"	"bredia"	"breynia"	"bridelia"	"broussonetia"	"bruguiera"	"bryanthus"	"buckleya"	"buddleja"	"buxus"	"caesalpinia"	"callicarpa"	"calophyllum"	"camellia"	"canarium"	"carpinus"	"carya"	"caryopteris"	"cassia"	"cassiope"	"castanea"	"castanopsis"	"catalpa"	"catunaregam"	"cedrela"	"celastrus"	"celtis"	"ceodes"	"cerasus"	"cerbera"	"cercidiphyllum"	"cercis"	"chaenomeles"	"chamaedaphne"	"chengiopanax"	"chimaphila"	"chimonobambusa"	"chionanthus"	"chloranthus"	"choerospondias"	"cinnamomum"	"citrus"	"cladothamnus"	"cladrastis"	"claoxylon"	"clematis"	"clerodendrum"	"clethra"	"cleyera"	"clinopodium"	"clinostigma"	"cocculus"	"codariocalyx"	"colubrina"	"comptonia"	"coptosapelta"	"cordia"	"coriaria"	"cornus"	"corylopsis"	"corylus"	"crataegus"	"crateva"	"crepidiastrum"	"crossostephium"	"croton"	"cryptocarya"	"cupania"	"cyclea"	"cyclocarya"	"dalbergia"	"damnacanthus"	"daphne"	"daphnimorpha"	"daphniphyllum"	"dasiphora"	"davidia"	"debregeasia"	"dendrocacalia"	"dendrolobium"	"dendropanax"	"derris"	"desmodium"	"deutzia"	"diapensia"	"dilodendron"	"diospyros"	"diploclisia"	"diplomorpha"	"diplospora"	"disanthus"	"discocleidion"	"distylium"	"dodonaea"	"dryas"	"dryophyllum"	"drypetes"	"edgeworthia"	"ehretia"	"elaeagnus"	"elaeocarpus"	"eleutherococcus"	"elliottia"	"empetrum"	"engelhardia"	"enkianthus"	"entada"	"epigaea"	"epipremnum"	"eriobotrya"	"erycibe"	"erythrina"	"erythrophleum"	"eubotryoides"	"eucalyptus"	"euchresta"	"eucommia"	"euonymus"	"euphorbia"	"euptelea"	"eurya"	"euscaphis"	"evodia"	"excavatia"	"excoecaria"	"fagus"	"fatoua"	"fatsia"	"ficus"	"firmiana"	"flagellaria"	"flemingia"	"flueggea"	"forsythia"	"fortunearia"	"fothergilla"	"frangula"	"fraxinus"	"freycinetia"	"gamblea"	"gardenia"	"gardneria"	"garrya"	"gaultheria"	"geniostoma"	"geonomites"	"geum"	"gleditsia"	"glochidion"	"glycosmis"	"gordonia"	"grewia"	"guettarda"	"gymnema"	"gymnocladus"	"gymnosporia"	"halesia"	"haloragis"	"hamamelis"	"harrimanella"	"hedera"	"hedyotis"	"helicia"	"helicteres"	"heliotropium"	"helwingia"	"hemerocallis"	"hemiptelea"	"heptacodium"	"heritiera"	"hernandia"	"heterosmilax"	"hibanobambusa"	"hibiscus"	"hiptage"	"hosiea"	"hovenia"	"humulus"	"hydrangea"	"hypericum"	"idesia"	"ilex"	"illicium"	"illigera"	"indigofera"	"intsia"	"itea"	"jasminum"	"juglans"	"juncus"	"kadsura"	"kalopanax"	"kandelia"	"kerria"	"kleinhovia"	"kochia"	"koelreuteria"	"korthalsella"	"lagerstroemia"	"lasianthus"	"laurinium"	"laurocerasus"	"laurus"	"ledum"	"leguminosites"	"leptodermis"	"lespedeza"	"leucosceptrum"	"leucosyke"	"leucothoe"	"ligustrum"	"lindera"	"linnaea"	"liquidambar"	"liriodendron"	"lithocarpoxylon"	"lithocarpus"	"litsea"	"livistona"	"lobelia"	"loiseleuria"	"lonicera"	"loranthus"	"loropetalum"	"ludwigia"	"lumnitzera"	"lycium"	"lyonia"	"lysionotus"	"lythrum"	"maackia"	"macaranga"	"machilus"	"maclura"	"macrodiervilla"	"maesa"	"magnolia"	"mahonia"	"mallotus"	"malus"	"margaritaria"	"melanolepis"	"melastoma"	"melia"	"melicope"	"meliosma"	"melliodendron"	"melodinus"	"melothria"	"menispermum"	"menziesia"	"metrosideros"	"michelia"	"microtropis"	"millettia"	"morella"	"morinda"	"morus"	"mucuna"	"murraya"	"musa"	"mussaenda"	"myoporum"	"myrica"	"myrsine"	"nandina"	"neillia"	"neisosperma"	"neolitsea"	"neoshirakia"	"nerium"	"nordenskioeldia"	"nothapodytes"	"nypa"	"nyssa"	"ohwia"	"oplopanax"	"oreocnide"	"orixa"	"ormocarpum"	"osmanthus"	"osteomeles"	"ostrya"	"oxyceros"	"oxytropis"	"pachysandra"	"padus"	"paliurus"	"palmoxylon"	"pandanus"	"parrotia"	"parthenocissus"	"paulownia"	"pellionia"	"pemphis"	"perrottetia"	"persea"	"pertya"	"phellodendron"	"philadelphus"	"phoebe"	"phoenix"	"photinia"	"phyllanthus"	"phyllodium"	"phyllodoce"	"phyllostachys"	"physaliastrum"	"phytolacca"	"picrasma"	"pieris"	"pilea"	"pileostegia"	"piper"	"pipturus"	"pisonia"	"pistacia"	"pittosporum"	"plafkeria"	"planchonella"	"planera"	"platanus"	"platycarya"	"platycrater"	"pleioblastus"	"podocarpium"	"polyalthia"	"polygala"	"polygonum"	"populus"	"potentilla"	"pourthiaea"	"pouzolzia"	"premna"	"prunus"	"pseudosasa"	"psychotria"	"pterocarpus"	"pterocarya"	"pteroceltis"	"pterostyrax"	"pueraria"	"putranjiva"	"pycnospora"	"pyrenaria"	"pyrus"	"quercus"	"reevesia"	"rhamnella"	"rhamnus"	"rhaphidophora"	"rhaphiolepis"	"rhapis"	"rhizophora"	"rhododendron"	"rhodomyrtus"	"rhodotypos"	"rhus"	"ribes"	"robinia"	"rosa"	"rubus"	"ryssopterys"	"sabal"	"sabalites"	"sabia"	"sageretia"	"salix"	"salvia"	"sambucus"	"santalum"	"sapindus"	"sapium"	"sarcandra"	"sargentodoxa"	"sasa"	"sasaella"	"sassafras"	"satakentia"	"saurauia"	"scaevola"	"schefflera"	"schima"	"schisandra"	"schizophragma"	"schoepfia"	"scolopia"	"semiarundinaria"	"sibbaldia"	"sida"	"sideroxylon"	"sieversia"	"sinoadina"	"sinomenium"	"skimmia"	"smilax"	"solanum"	"sonneratia"	"sophora"	"sorbaria"	"sorbus"	"spiraea"	"stachyurus"	"staphylea"	"stauntonia"	"stephanandra"	"stephania"	"stewartia"	"styrax"	"sycopsis"	"symplocos"	"syringa"	"syzygium"	"tadehagi"	"tarenna"	"taxillus"	"terminalia"	"ternstroemia"	"tetracentron"	"tetradium"	"tetrastigma"	"therorhodion"	"thespesia"	"thuarea"	"thymus"	"tilia"	"toddalia"	"toxicodendron"	"trachelospermum"	"trachycarpus"	"trema"	"tripterygium"	"tristellateia"	"triumfetta"	"trochodendron"	"turpinia"	"ulmus"	"umbellularia"	"uncaria"	"uraria"	"urceola"	"vaccinium"	"vernicia"	"viburnum"	"viscum"	"vitex"	"vitis"	"wataria"	"weigela"	"wendlandia"	"wikstroemia"	"wisteria"	"xylosma"	"zabelia"	"zanthoxylum"	"zelkova"	"ziziphus"
"Oligocene0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oligocene1"	0	0	0	2	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	1	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	2	1
"Oligocene2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oligocene3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oligocene6"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
"Oligocene7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
"Oligocene8"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0
"Oligocene11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
"Oligocene12"	0	0	0	11	1	5	0	0	0	1	0	0	0	0	7	0	0	4	0	0	4	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	7	1	0	0	0	16	3	2	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	9	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	9	0	0	0	0	0	4	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	13	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	18	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	1	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	3	0	0	0	0	0	2	0	6	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	8	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	21	0	2	1	0	0	2	0	4	0	0	3	0	0	0	0	0	1	0	1	0	12	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	1	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	8	0	0	0	0	0	0	7	3	1	0	0	0	0	5	0	0	1	0	0	0	0	3	0	0	0	19	0
