chimei	genus	lat	lon	Geological period	fossil_type	Source
大分県日田市大山町中川原大山層	Liquidambar	33.26056317	130.959149	Pleistocene	pollen	Iwauchi & Hase, 1989
大分県日田市大山町中川原大山層	Salix	33.26056317	130.959149	Pleistocene	pollen	Iwauchi & Hase, 1989
大分県日田市大山町中川原大山層	Lagerstroemia	33.26056317	130.959149	Pleistocene	pollen	Iwauchi & Hase, 1989
大分県日田市大山町中川原大山層	Lonicera	33.26056317	130.959149	Pleistocene	pollen	Iwauchi & Hase, 1989
大分県日田市大山町中川原大山層	Sapium	33.26056317	130.959149	Pleistocene	pollen	Iwauchi & Hase, 1989
大分県日田市大山町中川原大山層	Rhododendron	33.26056317	130.959149	Pleistocene	pollen	Iwauchi & Hase, 1989
大分県日田市大山町中川原大山層	Artemisia	33.26056317	130.959149	Pleistocene	pollen	Iwauchi & Hase, 1989
大分県日田市大山町中川原大山層	Polygonum	33.26056317	130.959149	Pleistocene	pollen	Iwauchi & Hase, 1989
岡山県真庭市花園	Tilia	35.29031569	133.7199671	Pleistocene	pollen	Onishi, 1990
岡山県真庭市花園	Elaeagnus	35.29031569	133.7199671	Pleistocene	pollen	Onishi, 1990
岡山県真庭市花園	Lagerstroemia	35.29031569	133.7199671	Pleistocene	pollen	Onishi, 1990
岡山県真庭市花園	Styrax	35.29031569	133.7199671	Pleistocene	pollen	Onishi, 1990
岡山県真庭市花園	Buxus	35.29031569	133.7199671	Pleistocene	pollen	Onishi, 1990
岡山県真庭市花園	Haloragis	35.29031569	133.7199671	Pleistocene	pollen	Onishi, 1990
岡山県真庭市花園	Salix	35.29031569	133.7199671	Pleistocene	pollen	Onishi, 1990
岡山県真庭市花園	Juglans	35.29031569	133.7199671	Pleistocene	pollen	Onishi, 1990
岡山県真庭市花園	Alnus	35.29031569	133.7199671	Pleistocene	pollen	Onishi, 1990
岡山県真庭市花園	Ilex	35.29031569	133.7199671	Pleistocene	pollen	Onishi, 1990
岡山県真庭市花園	Aesculus	35.29031569	133.7199671	Pleistocene	pollen	Onishi, 1990
岡山県真庭市花園	Cornus	35.29031569	133.7199671	Pleistocene	pollen	Onishi, 1990
岡山県真庭市花園	Symplocos	35.29031569	133.7199671	Pleistocene	pollen	Onishi, 1990
岡山県真庭市花園	Cornus	35.29031569	133.7199671	Pleistocene	pollen	Onishi, 1990
岡山県真庭市花園	Symplocos	35.29031569	133.7199671	Pleistocene	pollen	Onishi, 1990
岡山県真庭市花園	Acer	35.29031569	133.7199671	Pleistocene	pollen	Onishi, 1990
岡山県真庭市花園	Betula	35.29031569	133.7199671	Pleistocene	pollen	Onishi, 1990
岡山県真庭市花園	Carpinus	35.29031569	133.7199671	Pleistocene	pollen	Onishi, 1990
岡山県真庭市花園	Corylus	35.29031569	133.7199671	Pleistocene	pollen	Onishi, 1990
岡山県真庭市花園	Fagus	35.29031569	133.7199671	Pleistocene	pollen	Onishi, 1990
岡山県真庭市花園	Quercus	35.29031569	133.7199671	Pleistocene	pollen	Onishi, 1990
岡山県真庭市花園	Castanea	35.29031569	133.7199671	Pleistocene	pollen	Onishi, 1990
岡山県真庭市花園	Ulmus	35.29031569	133.7199671	Pleistocene	pollen	Onishi, 1990
島根県安来市細沖	Myrica	35.42287031	133.3054141	Pleistocene	pollen	Onishi, 1990
島根県安来市細沖	Quercus	35.42287031	133.3054141	Pleistocene	pollen	Onishi, 1990
島根県安来市細沖	Quercus	35.42287031	133.3054141	Pleistocene	pollen	Onishi, 1990
島根県安来市細沖	Aesculus	35.42287031	133.3054141	Pleistocene	pollen	Onishi, 1990
島根県安来市細沖	Fagus	35.42287031	133.3054141	Pleistocene	pollen	Onishi, 1990
島根県安来市細沖	Castanopsis	35.42287031	133.3054141	Pleistocene	pollen	Onishi, 1990
島根県安来市細沖	Illicium	35.42287031	133.3054141	Pleistocene	pollen	Onishi, 1990
島根県安来市細沖	Castanea	35.42287031	133.3054141	Pleistocene	pollen	Onishi, 1990
島根県安来市細沖	Parthenocissus	35.42287031	133.3054141	Pleistocene	pollen	Onishi, 1990
島根県安来市細沖	Alnus	35.42287031	133.3054141	Pleistocene	pollen	Onishi, 1990
島根県安来市細沖	Platycarya	35.42287031	133.3054141	Pleistocene	pollen	Onishi, 1990
島根県安来市細沖	Betula	35.42287031	133.3054141	Pleistocene	pollen	Onishi, 1990
島根県安来市細沖	Carpinus	35.42287031	133.3054141	Pleistocene	pollen	Onishi, 1990
島根県安来市細沖	Corylus	35.42287031	133.3054141	Pleistocene	pollen	Onishi, 1990
島根県安来市細沖	Ulmus	35.42287031	133.3054141	Pleistocene	pollen	Onishi, 1990
島根県安来市細沖	Juglans	35.42287031	133.3054141	Pleistocene	pollen	Onishi, 1990
島根県安来市細沖	Pterocarya	35.42287031	133.3054141	Pleistocene	pollen	Onishi, 1990
島根県安来市細沖	Sapium	35.42287031	133.3054141	Pleistocene	pollen	Onishi, 1990
島根県安来市細沖	Lagerstroemia	35.42287031	133.3054141	Pleistocene	pollen	Onishi, 1990
島根県安来市細沖	Buxus	35.42287031	133.3054141	Pleistocene	pollen	Onishi, 1990
奈良県生駒市高山町稲葉	Carpinus	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Fagus	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Quercus	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Hamamelis	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Rubus	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Wisteria	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Sapium	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Orixa	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Phellodendron	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Melia	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Ilex	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Berchemia	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Paliurus	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Aralia	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Styrax	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Callicarpa	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Boehmeria	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Fatoua	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Stephania	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Salix	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Carpinus	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Corylus	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Betula	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Alnus	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Fagus	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Quercus	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Quercus	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Castanea	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Hemiptelea	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Ulmus	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Celtis	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Phellodendron	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Sapium	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Ilex	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Acer	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Tilia	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Lagerstroemia	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Fraxinus	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Polygonum	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Myrica	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Juglans	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Pterocarya	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Liquidambar	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Rhus	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Aesculus	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
奈良県生駒市高山町稲葉	Parthenocissus	34.73194444	135.7269444	Pleistocene	pollen	Kitaba, Momohara & Matsushita, 2011
石狩郡当別町市街地の北東	Juglans	43.24148155	141.5325688	Pleistocene	pollen	Yano, Ishikari & Ishikari Teichitai Research, 1968
石狩郡当別町市街地の北東	Alnus	43.24148155	141.5325688	Pleistocene	pollen	Yano, Ishikari & Ishikari Teichitai Research, 1968
石狩郡当別町市街地の北東	Salix	43.24148155	141.5325688	Pleistocene	pollen	Yano, Ishikari & Ishikari Teichitai Research, 1968
北広島市中の沢上流	Styrax	42.97187529	141.5141255	Pleistocene	pollen	Yano, Ishikari & Ishikari Teichitai Research, 1968
北広島市中の沢上流	Salix	42.97187529	141.5141255	Pleistocene	pollen	Yano, Ishikari & Ishikari Teichitai Research, 1968
北広島市中の沢上流	Vitis	42.97187529	141.5141255	Pleistocene	pollen	Yano, Ishikari & Ishikari Teichitai Research, 1968
北広島市中の沢上流	Salix	42.97187529	141.5141255	Pleistocene	pollen	Yano, Ishikari & Ishikari Teichitai Research, 1968
北広島市音江別川1	Juglans	42.96083646	141.5588938	Pleistocene	pollen	Yano, Ishikari & Ishikari Teichitai Research, 1968
北広島市音江別川1	Styrax	42.96083646	141.5588938	Pleistocene	pollen	Yano, Ishikari & Ishikari Teichitai Research, 1968
北広島市音江別川2	Alnus	42.96083646	141.5588938	Pleistocene	pollen	Yano, Ishikari & Ishikari Teichitai Research, 1968
北広島市音江別川2	Juglans	42.96083646	141.5588938	Pleistocene	pollen	Yano, Ishikari & Ishikari Teichitai Research, 1968
安平町（早来町）ニタッポロ	Juglans	42.77100693	141.8249713	Pleistocene	pollen	Yano, Ishikari & Ishikari Teichitai Research, 1968
安平町（早来町）ニタッポロ	Prunus	42.77100693	141.8249713	Pleistocene	pollen	Yano, Ishikari & Ishikari Teichitai Research, 1968
日高町（門別町）市街国道	Styrax	42.48196469	142.0745074	Pleistocene	pollen	Yano, Ishikari & Ishikari Teichitai Research, 1968
日高町（門別町）市街国道	Alnus	42.48196469	142.0745074	Pleistocene	pollen	Yano, Ishikari & Ishikari Teichitai Research, 1968
日高町（門別町）市街国道	Juglans	42.48196469	142.0745074	Pleistocene	pollen	Yano, Ishikari & Ishikari Teichitai Research, 1968
北海道札幌市厚別区厚別町下野幌	Betula	43.04539895	141.4937246	Pleistocene	pollen	Kitagawa, Yano, Nakata, Mino, Akamatsu, Yamada, Nakamura, Morita & Matsushita, 1976
北海道札幌市厚別区厚別町下野幌	Quercus	43.04539895	141.4937246	Pleistocene	pollen	Kitagawa, Yano, Nakata, Mino, Akamatsu, Yamada, Nakamura, Morita & Matsushita, 1976
北海道札幌市厚別区厚別町下野幌	Ulmus	43.04539895	141.4937246	Pleistocene	pollen	Kitagawa, Yano, Nakata, Mino, Akamatsu, Yamada, Nakamura, Morita & Matsushita, 1976
北海道札幌市厚別区厚別町下野幌	Styrax	43.04539895	141.4937246	Pleistocene	pollen	Kitagawa, Yano, Nakata, Mino, Akamatsu, Yamada, Nakamura, Morita & Matsushita, 1976
北海道札幌市厚別区厚別町下野幌	Alnus	43.04539895	141.4937246	Pleistocene	pollen	Kitagawa, Yano, Nakata, Mino, Akamatsu, Yamada, Nakamura, Morita & Matsushita, 1976
北海道札幌市厚別区厚別町下野幌	Salix	43.04539895	141.4937246	Pleistocene	pollen	Kitagawa, Yano, Nakata, Mino, Akamatsu, Yamada, Nakamura, Morita & Matsushita, 1976
北海道札幌市厚別区厚別町下野幌	Myrica	43.04539895	141.4937246	Pleistocene	pollen	Kitagawa, Yano, Nakata, Mino, Akamatsu, Yamada, Nakamura, Morita & Matsushita, 1976
北海道札幌市厚別区厚別町下野幌	Artemisia	43.04539895	141.4937246	Pleistocene	pollen	Kitagawa, Yano, Nakata, Mino, Akamatsu, Yamada, Nakamura, Morita & Matsushita, 1976
厚真町桜丘	Betula	42.74291734	141.895613	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町桜丘	Fagus	42.74291734	141.895613	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町桜丘	Pterocarya	42.74291734	141.895613	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町桜丘	Styrax	42.74291734	141.895613	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町桜丘	Carpinus	42.74291734	141.895613	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町桜丘	Aesculus	42.74291734	141.895613	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町桜丘	Corylus	42.74291734	141.895613	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町桜丘	Quercus	42.74291734	141.895613	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町桜丘	Ulmus	42.74291734	141.895613	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町桜丘	Juglans	42.74291734	141.895613	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町桜丘	Fraxinus	42.74291734	141.895613	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町桜丘	Magnolia	42.74291734	141.895613	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町桜丘	Tilia	42.74291734	141.895613	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町桜丘	Acer	42.74291734	141.895613	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町桜丘	Sorbus	42.74291734	141.895613	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町桜丘	Phellodendron	42.74291734	141.895613	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町桜丘	Salix	42.74291734	141.895613	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町桜丘	Alnus	42.74291734	141.895613	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町桜丘	Ilex	42.74291734	141.895613	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町桜丘	Rhus	42.74291734	141.895613	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町美里	Betula	42.7099358	141.8587726	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町美里	Fagus	42.7099358	141.8587726	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町美里	Styrax	42.7099358	141.8587726	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町美里	Carpinus	42.7099358	141.8587726	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町美里	Corylus	42.7099358	141.8587726	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町美里	Quercus	42.7099358	141.8587726	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町美里	Ulmus	42.7099358	141.8587726	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町美里	Juglans	42.7099358	141.8587726	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町美里	Fraxinus	42.7099358	141.8587726	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町美里	Salix	42.7099358	141.8587726	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町美里	Alnus	42.7099358	141.8587726	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
厚真町美里	Myrica	42.7099358	141.8587726	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
むかわ町入鹿別	Betula	42.61991532	141.9289881	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
むかわ町入鹿別	Fagus	42.61991532	141.9289881	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
むかわ町入鹿別	Pterocarya	42.61991532	141.9289881	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
むかわ町入鹿別	Aesculus	42.61991532	141.9289881	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
むかわ町入鹿別	Corylus	42.61991532	141.9289881	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
むかわ町入鹿別	Quercus	42.61991532	141.9289881	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
むかわ町入鹿別	Ulmus	42.61991532	141.9289881	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
むかわ町入鹿別	Juglans	42.61991532	141.9289881	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
むかわ町入鹿別	Fraxinus	42.61991532	141.9289881	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
むかわ町入鹿別	Magnolia	42.61991532	141.9289881	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
むかわ町入鹿別	Tilia	42.61991532	141.9289881	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
むかわ町入鹿別	Acer	42.61991532	141.9289881	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
むかわ町入鹿別	Sorbus	42.61991532	141.9289881	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
むかわ町入鹿別	Phellodendron	42.61991532	141.9289881	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
むかわ町入鹿別	Cercidiphyllum	42.61991532	141.9289881	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
むかわ町入鹿別	Salix	42.61991532	141.9289881	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
むかわ町入鹿別	Alnus	42.61991532	141.9289881	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
むかわ町入鹿別	Ilex	42.61991532	141.9289881	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
むかわ町入鹿別	Hydrangea	42.61991532	141.9289881	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
むかわ町入鹿別	Rhus	42.61991532	141.9289881	Pleistocene	pollen	Yamada, Wada & Akamatsu, 1981
大手沢植物化石群	Carpinus	37.57312346	139.7731531	Pleistocene	pollen	Suzuki, 1987
大手沢植物化石群	Magnolia	37.57312346	139.7731531	Pleistocene	pollen	Suzuki, 1987
大手沢植物化石群	Magnolia	37.57312346	139.7731531	Pleistocene	pollen	Suzuki, 1987
大手沢植物化石群	Acer	37.57312346	139.7731531	Pleistocene	pollen	Suzuki, 1987
大手沢植物化石群	Celtis	37.57312346	139.7731531	Pleistocene	pollen	Suzuki, 1987
大手沢植物化石群	Styrax	37.57312346	139.7731531	Pleistocene	pollen	Suzuki, 1987
大手沢植物化石群	Buxus	37.57312346	139.7731531	Pleistocene	pollen	Suzuki, 1987
大沢植物化石群（福島県会津坂下町大沢）	Magnolia	37.5575366	139.7687467	Pleistocene	pollen	Suzuki, 1987
大沢植物化石群（福島県会津坂下町大沢）	Juglans	37.5575366	139.7687467	Pleistocene	pollen	Suzuki, 1987
塔寺植物化石群	Betula	37.56912988	139.7866881	Pleistocene	pollen	Suzuki, 1987
塔寺植物化石群	Quercus	37.56912988	139.7866881	Pleistocene	pollen	Suzuki, 1987
塔寺植物化石群	Pterocarya	37.56912988	139.7866881	Pleistocene	pollen	Suzuki, 1987
塔寺植物化石群	Magnolia	37.56912988	139.7866881	Pleistocene	pollen	Suzuki, 1987
塔寺植物化石群	Betula	37.56912988	139.7866881	Pleistocene	pollen	Suzuki, 1987
塔寺植物化石群	Fagus	37.56912988	139.7866881	Pleistocene	pollen	Suzuki, 1987
塔寺植物化石群	Quercus	37.56912988	139.7866881	Pleistocene	pollen	Suzuki, 1987
塔寺植物化石群	Fagus	37.56912988	139.7866881	Pleistocene	pollen	Suzuki, 1987
塔寺植物化石群	Styrax	37.56912988	139.7866881	Pleistocene	pollen	Suzuki, 1987
金沢市金腐川左岸	Carpinus	36.61260563	136.6551946	Pleistocene	pollen	Kaseno, 1996
金沢市金腐川左岸	Fagus	36.61260563	136.6551946	Pleistocene	pollen	Kaseno, 1996
金沢市金腐川左岸	Quercus	36.61260563	136.6551946	Pleistocene	pollen	Kaseno, 1996
金沢市金腐川左岸	Machilus	36.61260563	136.6551946	Pleistocene	pollen	Kaseno, 1996
金沢市金腐川左岸	Hydrangea	36.61260563	136.6551946	Pleistocene	pollen	Kaseno, 1996
金沢市金腐川左岸	Mallotus	36.61260563	136.6551946	Pleistocene	pollen	Kaseno, 1996
金沢市金腐川左岸	Acer	36.61260563	136.6551946	Pleistocene	pollen	Kaseno, 1996
金沢市金腐川左岸	Camellia	36.61260563	136.6551946	Pleistocene	pollen	Kaseno, 1996
金沢市金腐川左岸	Viburnum	36.61260563	136.6551946	Pleistocene	pollen	Kaseno, 1996
金沢市茅山	Fagus	36.62813667	136.6663858	Pleistocene	pollen	Kaseno, 1996
金沢市茅山	Fagus	36.62813667	136.6663858	Pleistocene	pollen	Kaseno, 1996
金沢市茅山	Quercus	36.62813667	136.6663858	Pleistocene	pollen	Kaseno, 1996
金沢市茅山	Alnus	36.62813667	136.6663858	Pleistocene	pollen	Kaseno, 1996
金沢市茅山	Corylus	36.62813667	136.6663858	Pleistocene	pollen	Kaseno, 1996
金沢市百坂、御所、天神橋	Fagus	36.60745198	136.6870444	Pleistocene	pollen	Kaseno, 1996
金沢市百坂、御所、天神橋	Fagus	36.60745198	136.6870444	Pleistocene	pollen	Kaseno, 1996
金沢市百坂、御所、天神橋	Fagus	36.60745198	136.6870444	Pleistocene	pollen	Kaseno, 1996
金沢市百坂、御所、天神橋	Quercus	36.60745198	136.6870444	Pleistocene	pollen	Kaseno, 1996
金沢市百坂、御所、天神橋	Styrax	36.60745198	136.6870444	Pleistocene	pollen	Kaseno, 1996
金沢市百坂、御所、天神橋	Alnus	36.60745198	136.6870444	Pleistocene	pollen	Kaseno, 1996
金沢市百坂、御所、天神橋	Corylus	36.60745198	136.6870444	Pleistocene	pollen	Kaseno, 1996
金沢市百坂、御所、天神橋	Sapium	36.60745198	136.6870444	Pleistocene	pollen	Kaseno, 1996
金沢市百坂、御所、天神橋	Paliurus	36.60745198	136.6870444	Pleistocene	pollen	Kaseno, 1996
金沢市百坂、御所、天神橋	Paliurus	36.60745198	136.6870444	Pleistocene	pollen	Kaseno, 1996
金沢市百坂、御所、天神橋	Juglans	36.60745198	136.6870444	Pleistocene	pollen	Kaseno, 1996
金沢市百坂、御所、天神橋	Juglans	36.60745198	136.6870444	Pleistocene	pollen	Kaseno, 1996
金沢市百坂、御所、天神橋	Acer	36.60745198	136.6870444	Pleistocene	pollen	Kaseno, 1996
金沢市百坂、御所、天神橋	Acer	36.60745198	136.6870444	Pleistocene	pollen	Kaseno, 1996
金沢市百坂、御所、天神橋	Staphylea	36.60745198	136.6870444	Pleistocene	pollen	Kaseno, 1996
金沢市百坂、御所、天神橋	Aesculus	36.60745198	136.6870444	Pleistocene	pollen	Kaseno, 1996
金沢市百坂、御所、天神橋	Aesculus	36.60745198	136.6870444	Pleistocene	pollen	Kaseno, 1996
金沢市百坂、御所、天神橋	Magnolia	36.60745198	136.6870444	Pleistocene	pollen	Kaseno, 1996
金沢市百坂、御所、天神橋	Prunus	36.60745198	136.6870444	Pleistocene	pollen	Kaseno, 1996
金沢市百坂、御所、天神橋	Prunus	36.60745198	136.6870444	Pleistocene	pollen	Kaseno, 1996
金沢市百坂、御所、天神橋	Viburnum	36.60745198	136.6870444	Pleistocene	pollen	Kaseno, 1996
金沢市百坂、御所、天神橋	Pterocarya	36.60745198	136.6870444	Pleistocene	pollen	Kaseno, 1996
金沢市百坂、御所、天神橋	Buxus	36.60745198	136.6870444	Pleistocene	pollen	Kaseno, 1996
金沢市百坂、御所、天神橋	Eurya	36.60745198	136.6870444	Pleistocene	pollen	Kaseno, 1996
北海道厚岸町・標茶町の別寒辺牛川中流域	Quercus	43.21017301	144.7719418	Pleistocene	pollen	Sagatana, Akamatsu & Igarashi, 1986
北海道厚岸町・標茶町の別寒辺牛川中流域	Ulmus	43.21017301	144.7719418	Pleistocene	pollen	Sagatana, Akamatsu & Igarashi, 1986
北海道厚岸町・標茶町の別寒辺牛川中流域	Corylus	43.21017301	144.7719418	Pleistocene	pollen	Sagatana, Akamatsu & Igarashi, 1986
北海道厚岸町・標茶町の別寒辺牛川中流域	Juglans	43.21017301	144.7719418	Pleistocene	pollen	Sagatana, Akamatsu & Igarashi, 1986
北海道厚岸町・標茶町の別寒辺牛川中流域	Betula	43.21017301	144.7719418	Pleistocene	pollen	Sagatana, Akamatsu & Igarashi, 1986
北海道厚岸町・標茶町の別寒辺牛川中流域	Alnus	43.21017301	144.7719418	Pleistocene	pollen	Sagatana, Akamatsu & Igarashi, 1986
北海道厚岸町・標茶町の別寒辺牛川中流域	Acer	43.21017301	144.7719418	Pleistocene	pollen	Sagatana, Akamatsu & Igarashi, 1986
北海道厚岸町・標茶町の別寒辺牛川中流域	Fagus	43.21017301	144.7719418	Pleistocene	pollen	Sagatana, Akamatsu & Igarashi, 1986
