chimei	genus	lat	lon	Geological period	fossil_type	Source
	Alnus	30.3	130.5	Pleistocene	pollen	PANGAEA.785670
	Carpinus	30.3	130.5	Pleistocene	pollen	PANGAEA.785670
	Castanopsis	30.3	130.5	Pleistocene	pollen	PANGAEA.785670
	Quercus	30.3	130.5	Pleistocene	pollen	PANGAEA.785670
	Rhododendron	30.3	130.5	Pleistocene	pollen	PANGAEA.785670
	Salix	30.3	130.5	Pleistocene	pollen	PANGAEA.785670
	Quercus	31.5	130.33	Pleistocene	pollen	PANGAEA.785670
	Viburnum	31.5	130.33	Pleistocene	pollen	PANGAEA.785670
	Rhus	31.8	130.45	Pleistocene	pollen	PANGAEA.785670
	Ulmus	31.8	130.45	Pleistocene	pollen	PANGAEA.785670
	Camellia	31.85	130.95	Pleistocene	pollen	PANGAEA.785670
	Juglans	31.85	130.95	Pleistocene	pollen	PANGAEA.785670
	Acer	31.9	130.85	Pleistocene	pollen	PANGAEA.785670
	Fagus	31.9	130.85	Pleistocene	pollen	PANGAEA.785670
	Symplocos	31.9	130.85	Pleistocene	pollen	PANGAEA.785670
	Ilex	31.93	130.85	Pleistocene	pollen	PANGAEA.785670
	Betula	31.95	130.82	Pleistocene	pollen	PANGAEA.785670
	Corylus	31.95	130.83	Pleistocene	pollen	PANGAEA.785670
	Myrica	32.58	130.5	Pleistocene	pollen	PANGAEA.785670
高知市丸池町	Fagus	33.55	133.5583333	Holocene	pollen	Yamanaka, 1984
高知市丸池町	Quercus	33.55	133.5583333	Holocene	pollen	Yamanaka, 1984
高知市丸池町	Quercus	33.55	133.5583333	Holocene	pollen	Yamanaka, 1984
高知市丸池町	Castanopsis	33.55	133.5583333	Holocene	pollen	Yamanaka, 1984
高知市丸池町	Castanea	33.55	133.5583333	Holocene	pollen	Yamanaka, 1984
高知市丸池町	Helicia	33.55	133.5583333	Holocene	pollen	Yamanaka, 1984
高知市丸池町	Alnus	33.55	133.5583333	Holocene	pollen	Yamanaka, 1984
高知市丸池町	Anodendron	33.55	133.5583333	Holocene	pollen	Yamanaka, 1984
高知市丸池町	Betula	33.55	133.5583333	Holocene	pollen	Yamanaka, 1984
高知市丸池町	Carpinus	33.55	133.5583333	Holocene	pollen	Yamanaka, 1984
高知市丸池町	Ulmus	33.55	133.5583333	Holocene	pollen	Yamanaka, 1984
高知市丸池町	Zelkova	33.55	133.5583333	Holocene	pollen	Yamanaka, 1984
高知市丸池町	Celtis	33.55	133.5583333	Holocene	pollen	Yamanaka, 1984
高知市丸池町	Fraxinus	33.55	133.5583333	Holocene	pollen	Yamanaka, 1984
高知市丸池町	Mallotus	33.55	133.5583333	Holocene	pollen	Yamanaka, 1984
高知市丸池町	Myrica	33.55	133.5583333	Holocene	pollen	Yamanaka, 1984
高知市丸池町	Symplocos	33.55	133.5583333	Holocene	pollen	Yamanaka, 1984
高知市丸池町	Corylus	33.55	133.5583333	Holocene	pollen	Yamanaka, 1984
高知市丸池町	Ilex	33.55	133.5583333	Holocene	pollen	Yamanaka, 1984
高知市丸池町	Artemisia	33.55	133.5583333	Holocene	pollen	Yamanaka, 1984
高知市丸池町	Pterocarya	33.55	133.5583333	Holocene	pollen	Yamanaka, 1984
高知市丸池町	Tilia	33.55	133.5583333	Holocene	pollen	Yamanaka, 1984
高知市丸池町	Acer	33.55	133.5583333	Holocene	pollen	Yamanaka, 1984
高知市丸池町	Aesculus	33.55	133.5583333	Holocene	pollen	Yamanaka, 1984
高知市丸池町	Salix	33.55	133.5583333	Holocene	pollen	Yamanaka, 1984
高知市丸池町	Viburnum	33.55	133.5583333	Holocene	pollen	Yamanaka, 1984
高知市丸池町	Lagerstroemia	33.55	133.5583333	Holocene	pollen	Yamanaka, 1984
高知市丸池町	Euphorbia	33.55	133.5583333	Holocene	pollen	Yamanaka, 1984
高知市丸池町	Diospyros	33.55	133.5583333	Holocene	pollen	Yamanaka, 1984
高知市丸池町	Fagus	33.55	133.5583333	Last glacial period	pollen	Yamanaka, 1984
高知市丸池町	Quercus	33.55	133.5583333	Last glacial period	pollen	Yamanaka, 1984
高知市丸池町	Quercus	33.55	133.5583333	Last glacial period	pollen	Yamanaka, 1984
高知市丸池町	Castanopsis	33.55	133.5583333	Last glacial period	pollen	Yamanaka, 1984
高知市丸池町	Castanea	33.55	133.5583333	Last glacial period	pollen	Yamanaka, 1984
高知市丸池町	Alnus	33.55	133.5583333	Last glacial period	pollen	Yamanaka, 1984
高知市丸池町	Betula	33.55	133.5583333	Last glacial period	pollen	Yamanaka, 1984
高知市丸池町	Carpinus	33.55	133.5583333	Last glacial period	pollen	Yamanaka, 1984
高知市丸池町	Ulmus	33.55	133.5583333	Last glacial period	pollen	Yamanaka, 1984
高知市丸池町	Zelkova	33.55	133.5583333	Last glacial period	pollen	Yamanaka, 1984
高知市丸池町	Celtis	33.55	133.5583333	Last glacial period	pollen	Yamanaka, 1984
高知市丸池町	Pterocarya	33.55	133.5583333	Last glacial period	pollen	Yamanaka, 1984
高知市丸池町	Aesculus	33.55	133.5583333	Last glacial period	pollen	Yamanaka, 1984
高知市丸池町	Fraxinus	33.55	133.5583333	Last glacial period	pollen	Yamanaka, 1984
高知市丸池町	Tilia	33.55	133.5583333	Last glacial period	pollen	Yamanaka, 1984
高知市丸池町	Symplocos	33.55	133.5583333	Last glacial period	pollen	Yamanaka, 1984
高知市丸池町	Salix	33.55	133.5583333	Last glacial period	pollen	Yamanaka, 1984
高知市丸池町	Corylus	33.55	133.5583333	Last glacial period	pollen	Yamanaka, 1984
高知市丸池町	Ilex	33.55	133.5583333	Last glacial period	pollen	Yamanaka, 1984
高知市丸池町	Artemisia	33.55	133.5583333	Last glacial period	pollen	Yamanaka, 1984
野市・・・三宝山南麓の水田（海抜12.5ｍ）	Quercus	33.56491	133.711488	Last glacial period	pollen	Nakamura & Yamanaka, 1965
野市・・・三宝山南麓の水田（海抜12.5ｍ）	Carpinus	33.56491	133.711488	Last glacial period	pollen	Nakamura & Yamanaka, 1965
野市・・・三宝山南麓の水田（海抜12.5ｍ）	Fagus	33.56491	133.711488	Last glacial period	pollen	Nakamura & Yamanaka, 1965
野市・・・三宝山南麓の水田（海抜12.5ｍ）	Artemisia	33.56491	133.711488	Last glacial period	pollen	Nakamura & Yamanaka, 1965
野市・・・三宝山南麓の水田（海抜12.5ｍ）	Betula	33.56491	133.711488	Last glacial period	pollen	Nakamura & Yamanaka, 1965
野市・・・三宝山南麓の水田（海抜12.5ｍ）	Alnus	33.56491	133.711488	Last glacial period	pollen	Nakamura & Yamanaka, 1965
野市・・・三宝山南麓の水田（海抜12.5ｍ）	Ulmus	33.56491	133.711488	Last glacial period	pollen	Nakamura & Yamanaka, 1965
野市・・・三宝山南麓の水田（海抜12.5ｍ）	Celtis	33.56491	133.711488	Last glacial period	pollen	Nakamura & Yamanaka, 1965
野市・・・三宝山南麓の水田（海抜12.5ｍ）	Corylus	33.56491	133.711488	Last glacial period	pollen	Nakamura & Yamanaka, 1965
野市・・・三宝山南麓の水田（海抜12.5ｍ）	Tilia	33.56491	133.711488	Last glacial period	pollen	Nakamura & Yamanaka, 1965
野市・・・三宝山南麓の水田（海抜12.5ｍ）	Pterocarya	33.56491	133.711488	Last glacial period	pollen	Nakamura & Yamanaka, 1965
野市・・・三宝山南麓の水田（海抜12.5ｍ）	Juglans	33.56491	133.711488	Last glacial period	pollen	Nakamura & Yamanaka, 1965
野市・・・三宝山南麓の水田（海抜12.5ｍ）	Hemerocallis	33.56491	133.711488	Last glacial period	pollen	Nakamura & Yamanaka, 1965
野市・・・三宝山南麓の水田（海抜12.5ｍ）	Polygonum	33.56491	133.711488	Last glacial period	pollen	Nakamura & Yamanaka, 1965
野市・・・三宝山南麓の水田（海抜12.5ｍ）	Rosa	33.56491	133.711488	Last glacial period	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Quercus	33.565089	133.621194	Holocene	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Quercus	33.565089	133.621194	Holocene	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Alnus	33.565089	133.621194	Holocene	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Myrica	33.565089	133.621194	Holocene	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Zelkova	33.565089	133.621194	Holocene	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Carpinus	33.565089	133.621194	Holocene	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Fagus	33.565089	133.621194	Holocene	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Pterocarya	33.565089	133.621194	Holocene	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Ulmus	33.565089	133.621194	Holocene	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Celtis	33.565089	133.621194	Holocene	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Abelia	33.565089	133.621194	Holocene	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Aesculus	33.565089	133.621194	Holocene	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Betula	33.565089	133.621194	Holocene	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Symplocos	33.565089	133.621194	Holocene	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Tilia	33.565089	133.621194	Holocene	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Salix	33.565089	133.621194	Holocene	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Ligustrum	33.565089	133.621194	Holocene	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Ilex	33.565089	133.621194	Holocene	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Sapium	33.565089	133.621194	Holocene	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Elaeagnus	33.565089	133.621194	Holocene	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Skimmia	33.565089	133.621194	Holocene	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Artemisia	33.565089	133.621194	Holocene	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Haloragis	33.565089	133.621194	Holocene	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Polygonum	33.565089	133.621194	Holocene	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Caesalpinia	33.565089	133.621194	Holocene	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Quercus	33.565089	133.621194	Last glacial period	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Quercus	33.565089	133.621194	Last glacial period	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Zelkova	33.565089	133.621194	Last glacial period	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Carpinus	33.565089	133.621194	Last glacial period	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Fagus	33.565089	133.621194	Last glacial period	pollen	Nakamura & Yamanaka, 1965
伊達野・・・鉢伏山北麓の水田（海抜8ｍ）	Artemisia	33.565089	133.621194	Last glacial period	pollen	Nakamura & Yamanaka, 1965
JP, Kishiwada city	Acer	34.45	135.350006	Pleistocene	pollen	Nasu & Seto, 1976
JP, Kishiwada city	Alnus	34.45	135.350006	Pleistocene	pollen	Nasu & Seto, 1976
JP, Kishiwada city	Juglans	34.45	135.350006	Pleistocene	pollen	Nasu & Seto, 1976
JP, Kishiwada city	Liquidambar	34.45	135.350006	Pleistocene	pollen	Nasu & Seto, 1976
JP, Kishiwada city	Pterocarya	34.45	135.350006	Pleistocene	pollen	Nasu & Seto, 1976
JP, Kishiwada city	Quercus	34.45	135.350006	Pleistocene	pollen	Nasu & Seto, 1976
JP, Kishiwada city	Ulmus	34.45	135.350006	Pleistocene	pollen	Nasu & Seto, 1976
JP, Kishiwada city, Kishiki-cho	Paliurus	34.450001	135.350006	Pleistocene	pollen	Nasu & Seto, 1976
宇生賀盆地	Betula	34.48333333	131.5833333	Holocene	pollen	hatanaka & Miyoshi, 1980
宇生賀盆地	Carpinus	34.48333333	131.5833333	Holocene	pollen	hatanaka & Miyoshi, 1980
宇生賀盆地	Fagus	34.48333333	131.5833333	Holocene	pollen	hatanaka & Miyoshi, 1980
宇生賀盆地	Rhus	34.48333333	131.5833333	Holocene	pollen	hatanaka & Miyoshi, 1980
宇生賀盆地	Ulmus	34.48333333	131.5833333	Holocene	pollen	hatanaka & Miyoshi, 1980
宇生賀盆地	Quercus	34.48333333	131.5833333	Holocene	pollen	hatanaka & Miyoshi, 1980
宇生賀盆地	Castanopsis	34.48333333	131.5833333	Holocene	pollen	hatanaka & Miyoshi, 1980
宇生賀盆地	Corylus	34.48333333	131.5833333	Holocene	pollen	hatanaka & Miyoshi, 1980
宇生賀盆地	Ilex	34.48333333	131.5833333	Holocene	pollen	hatanaka & Miyoshi, 1980
宇生賀盆地	Alnus	34.48333333	131.5833333	Holocene	pollen	hatanaka & Miyoshi, 1980
宇生賀盆地	Artemisia	34.48333333	131.5833333	Holocene	pollen	hatanaka & Miyoshi, 1980
宇生賀盆地	Quercus	34.48333333	131.5833333	Holocene	pollen	hatanaka & Miyoshi, 1980
宇生賀盆地	Betula	34.48333333	131.5833333	Last glacial period	pollen	hatanaka & Miyoshi, 1980
宇生賀盆地	Carpinus	34.48333333	131.5833333	Last glacial period	pollen	hatanaka & Miyoshi, 1980
宇生賀盆地	Fagus	34.48333333	131.5833333	Last glacial period	pollen	hatanaka & Miyoshi, 1980
宇生賀盆地	Quercus	34.48333333	131.5833333	Last glacial period	pollen	hatanaka & Miyoshi, 1980
宇生賀盆地	Ulmus	34.48333333	131.5833333	Last glacial period	pollen	hatanaka & Miyoshi, 1980
宇生賀盆地	Quercus	34.48333333	131.5833333	Last glacial period	pollen	hatanaka & Miyoshi, 1980
宇生賀盆地	Castanopsis	34.48333333	131.5833333	Last glacial period	pollen	hatanaka & Miyoshi, 1980
宇生賀盆地	Corylus	34.48333333	131.5833333	Last glacial period	pollen	hatanaka & Miyoshi, 1980
宇生賀盆地	Ilex	34.48333333	131.5833333	Last glacial period	pollen	hatanaka & Miyoshi, 1980
宇生賀盆地	Alnus	34.48333333	131.5833333	Last glacial period	pollen	hatanaka & Miyoshi, 1980
宇生賀盆地	Artemisia	34.48333333	131.5833333	Last glacial period	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Alnus	34.49027778	131.5861111	Holocene	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Artemisia	34.49027778	131.5861111	Holocene	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Betula	34.49027778	131.5861111	Holocene	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Carpinus	34.49027778	131.5861111	Holocene	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Castanopsis	34.49027778	131.5861111	Holocene	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Celtis	34.49027778	131.5861111	Holocene	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Corylus	34.49027778	131.5861111	Holocene	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Fagus	34.49027778	131.5861111	Holocene	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Fraxinus	34.49027778	131.5861111	Holocene	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Ilex	34.49027778	131.5861111	Holocene	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Juglans	34.49027778	131.5861111	Holocene	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Myrica	34.49027778	131.5861111	Holocene	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Quercus	34.49027778	131.5861111	Holocene	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Salix	34.49027778	131.5861111	Holocene	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Symplocos	34.49027778	131.5861111	Holocene	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Tilia	34.49027778	131.5861111	Holocene	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Ulmus	34.49027778	131.5861111	Holocene	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Alnus	34.49027778	131.5861111	Last glacial period	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Artemisia	34.49027778	131.5861111	Last glacial period	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Betula	34.49027778	131.5861111	Last glacial period	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Carpinus	34.49027778	131.5861111	Last glacial period	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Corylus	34.49027778	131.5861111	Last glacial period	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Fagus	34.49027778	131.5861111	Last glacial period	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Fraxinus	34.49027778	131.5861111	Last glacial period	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Ilex	34.49027778	131.5861111	Last glacial period	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Juglans	34.49027778	131.5861111	Last glacial period	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Quercus	34.49027778	131.5861111	Last glacial period	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Salix	34.49027778	131.5861111	Last glacial period	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Symplocos	34.49027778	131.5861111	Last glacial period	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Tilia	34.49027778	131.5861111	Last glacial period	pollen	hatanaka & Miyoshi, 1980
Ubuka Basin	Ulmus	34.49027778	131.5861111	Last glacial period	pollen	hatanaka & Miyoshi, 1980
泉大津市古池遺跡	Quercus	34.49584	135.421321	Holocene	pollen	Yasuda, 1978
Hachihama	Acer	34.55226	133.95054	Holocene	pollen	Miyoshi, 1994
Hachihama	Aesculus	34.55226	133.95054	Holocene	pollen	Miyoshi, 1994
Hachihama	Alnus	34.55226	133.95054	Holocene	pollen	Miyoshi, 1994
Hachihama	Artemisia	34.55226	133.95054	Holocene	pollen	Miyoshi, 1994
Hachihama	Betula	34.55226	133.95054	Holocene	pollen	Miyoshi, 1994
Hachihama	Carpinus	34.55226	133.95054	Holocene	pollen	Miyoshi, 1994
Hachihama	Castanea	34.55226	133.95054	Holocene	pollen	Miyoshi, 1994
Hachihama	Castanopsis	34.55226	133.95054	Holocene	pollen	Miyoshi, 1994
Hachihama	Celtis	34.55226	133.95054	Holocene	pollen	Miyoshi, 1994
Hachihama	Corylus	34.55226	133.95054	Holocene	pollen	Miyoshi, 1994
Hachihama	Elaeagnus	34.55226	133.95054	Holocene	pollen	Miyoshi, 1994
Hachihama	Fagus	34.55226	133.95054	Holocene	pollen	Miyoshi, 1994
Hachihama	Fraxinus	34.55226	133.95054	Holocene	pollen	Miyoshi, 1994
Hachihama	Haloragis	34.55226	133.95054	Holocene	pollen	Miyoshi, 1994
Hachihama	Ilex	34.55226	133.95054	Holocene	pollen	Miyoshi, 1994
Hachihama	Juglans	34.55226	133.95054	Holocene	pollen	Miyoshi, 1994
Hachihama	Ligustrum	34.55226	133.95054	Holocene	pollen	Miyoshi, 1994
Hachihama	Myrica	34.55226	133.95054	Holocene	pollen	Miyoshi, 1994
Hachihama	Quercus	34.55226	133.95054	Holocene	pollen	Miyoshi, 1994
Hachihama	Salix	34.55226	133.95054	Holocene	pollen	Miyoshi, 1994
Hachihama	Tilia	34.55226	133.95054	Holocene	pollen	Miyoshi, 1994
Hachihama	Ulmus	34.55226	133.95054	Holocene	pollen	Miyoshi, 1994
Hachihama	Acer	34.55226	133.95054	Last glacial period	pollen	Miyoshi, 1994
Hachihama	Aesculus	34.55226	133.95054	Last glacial period	pollen	Miyoshi, 1994
Hachihama	Alnus	34.55226	133.95054	Last glacial period	pollen	Miyoshi, 1994
Hachihama	Artemisia	34.55226	133.95054	Last glacial period	pollen	Miyoshi, 1994
Hachihama	Betula	34.55226	133.95054	Last glacial period	pollen	Miyoshi, 1994
Hachihama	Carpinus	34.55226	133.95054	Last glacial period	pollen	Miyoshi, 1994
Hachihama	Castanea	34.55226	133.95054	Last glacial period	pollen	Miyoshi, 1994
Hachihama	Castanopsis	34.55226	133.95054	Last glacial period	pollen	Miyoshi, 1994
Hachihama	Celtis	34.55226	133.95054	Last glacial period	pollen	Miyoshi, 1994
Hachihama	Corylus	34.55226	133.95054	Last glacial period	pollen	Miyoshi, 1994
Hachihama	Elaeagnus	34.55226	133.95054	Last glacial period	pollen	Miyoshi, 1994
Hachihama	Fagus	34.55226	133.95054	Last glacial period	pollen	Miyoshi, 1994
Hachihama	Fraxinus	34.55226	133.95054	Last glacial period	pollen	Miyoshi, 1994
Hachihama	Haloragis	34.55226	133.95054	Last glacial period	pollen	Miyoshi, 1994
Hachihama	Ilex	34.55226	133.95054	Last glacial period	pollen	Miyoshi, 1994
Hachihama	Juglans	34.55226	133.95054	Last glacial period	pollen	Miyoshi, 1994
Hachihama	Ligustrum	34.55226	133.95054	Last glacial period	pollen	Miyoshi, 1994
Hachihama	Myrica	34.55226	133.95054	Last glacial period	pollen	Miyoshi, 1994
Hachihama	Quercus	34.55226	133.95054	Last glacial period	pollen	Miyoshi, 1994
Hachihama	Salix	34.55226	133.95054	Last glacial period	pollen	Miyoshi, 1994
Hachihama	Tilia	34.55226	133.95054	Last glacial period	pollen	Miyoshi, 1994
Hachihama	Ulmus	34.55226	133.95054	Last glacial period	pollen	Miyoshi, 1994
羽曵野市古市	Quercus	34.557254	135.604463	Holocene	pollen	Yasuda, 1978
羽曵野市古市	Fagus	34.557254	135.604463	Holocene	pollen	Yasuda, 1978
羽曵野市古市	Carpinus	34.557254	135.604463	Holocene	pollen	Yasuda, 1978
羽曵野市古市	Betula	34.557254	135.604463	Holocene	pollen	Yasuda, 1978
羽曵野市古市	Corylus	34.557254	135.604463	Holocene	pollen	Yasuda, 1978
羽曵野市古市	Alnus	34.557254	135.604463	Holocene	pollen	Yasuda, 1978
羽曵野市古市	Quercus	34.557254	135.604463	Holocene	pollen	Yasuda, 1978
羽曵野市古市	Castanopsis	34.557254	135.604463	Holocene	pollen	Yasuda, 1978
羽曵野市古市	Myrica	34.557254	135.604463	Holocene	pollen	Yasuda, 1978
羽曵野市古市	Acer	34.557254	135.604463	Holocene	pollen	Yasuda, 1978
羽曵野市古市	Juglans	34.557254	135.604463	Holocene	pollen	Yasuda, 1978
羽曵野市古市	Artemisia	34.557254	135.604463	Holocene	pollen	Yasuda, 1978
羽曵野市古市	Lythrum	34.557254	135.604463	Holocene	pollen	Yasuda, 1978
羽曵野市古市	Tilia	34.557254	135.604463	Holocene	pollen	Yasuda, 1978
羽曵野市古市	Quercus	34.557254	135.604463	Last glacial period	pollen	Yasuda, 1978
羽曵野市古市	Fagus	34.557254	135.604463	Last glacial period	pollen	Yasuda, 1978
羽曵野市古市	Carpinus	34.557254	135.604463	Last glacial period	pollen	Yasuda, 1978
羽曵野市古市	Betula	34.557254	135.604463	Last glacial period	pollen	Yasuda, 1978
羽曵野市古市	Corylus	34.557254	135.604463	Last glacial period	pollen	Yasuda, 1978
羽曵野市古市	Alnus	34.557254	135.604463	Last glacial period	pollen	Yasuda, 1978
羽曵野市古市	Quercus	34.557254	135.604463	Last glacial period	pollen	Yasuda, 1978
羽曵野市古市	Castanopsis	34.557254	135.604463	Last glacial period	pollen	Yasuda, 1978
羽曵野市古市	Myrica	34.557254	135.604463	Last glacial period	pollen	Yasuda, 1978
羽曵野市古市	Acer	34.557254	135.604463	Last glacial period	pollen	Yasuda, 1978
羽曵野市古市	Juglans	34.557254	135.604463	Last glacial period	pollen	Yasuda, 1978
羽曵野市古市	Artemisia	34.557254	135.604463	Last glacial period	pollen	Yasuda, 1978
羽曵野市古市	Lythrum	34.557254	135.604463	Last glacial period	pollen	Yasuda, 1978
羽曵野市古市	Tilia	34.557254	135.604463	Last glacial period	pollen	Yasuda, 1978
東大阪市瓜生堂遺跡	Quercus	34.661056	135.597278	Holocene	pollen	Yasuda, 1978
神戸市東灘区魚崎浜町 1 丁目	Betula	34.70583333	135.2736111	Holocene	pollen	Hongo, 2008
神戸市東灘区魚崎浜町 1 丁目	Carpinus	34.70583333	135.2736111	Holocene	pollen	Hongo, 2008
神戸市東灘区魚崎浜町 1 丁目	Corylus	34.70583333	135.2736111	Holocene	pollen	Hongo, 2008
神戸市東灘区魚崎浜町 1 丁目	Fagus	34.70583333	135.2736111	Holocene	pollen	Hongo, 2008
神戸市東灘区魚崎浜町 1 丁目	Quercus	34.70583333	135.2736111	Holocene	pollen	Hongo, 2008
神戸市東灘区魚崎浜町 1 丁目	Quercus	34.70583333	135.2736111	Holocene	pollen	Hongo, 2008
神戸市東灘区魚崎浜町 1 丁目	Castanopsis	34.70583333	135.2736111	Holocene	pollen	Hongo, 2008
神戸市東灘区魚崎浜町 1 丁目	Ulmus	34.70583333	135.2736111	Holocene	pollen	Hongo, 2008
神戸市東灘区魚崎浜町 1 丁目	Hemiptelea	34.70583333	135.2736111	Holocene	pollen	Hongo, 2008
神戸市東灘区魚崎浜町 1 丁目	Liquidambar	34.70583333	135.2736111	Holocene	pollen	Hongo, 2008
神戸市東灘区魚崎浜町 1 丁目	Cyclocarya	34.70583333	135.2736111	Holocene	pollen	Hongo, 2008
神戸市東灘区魚崎浜町 1 丁目	Alnus	34.70583333	135.2736111	Holocene	pollen	Hongo, 2008
神戸市東灘区魚崎浜町 1 丁目	Polygonum	34.70583333	135.2736111	Holocene	pollen	Hongo, 2008
神戸市東灘区魚崎浜町 1 丁目	Artemisia	34.70583333	135.2736111	Holocene	pollen	Hongo, 2008
神戸市東灘区魚崎浜町 1 丁目	Betula	34.70583333	135.2736111	Last glacial period	pollen	Hongo, 2008
神戸市東灘区魚崎浜町 1 丁目	Carpinus	34.70583333	135.2736111	Last glacial period	pollen	Hongo, 2008
神戸市東灘区魚崎浜町 1 丁目	Corylus	34.70583333	135.2736111	Last glacial period	pollen	Hongo, 2008
神戸市東灘区魚崎浜町 1 丁目	Fagus	34.70583333	135.2736111	Last glacial period	pollen	Hongo, 2008
神戸市東灘区魚崎浜町 1 丁目	Quercus	34.70583333	135.2736111	Last glacial period	pollen	Hongo, 2008
神戸市東灘区魚崎浜町 1 丁目	Quercus	34.70583333	135.2736111	Last glacial period	pollen	Hongo, 2008
神戸市東灘区魚崎浜町 1 丁目	Castanopsis	34.70583333	135.2736111	Last glacial period	pollen	Hongo, 2008
神戸市東灘区魚崎浜町 1 丁目	Ulmus	34.70583333	135.2736111	Last glacial period	pollen	Hongo, 2008
